,sex,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,real_gdp_current,MED_E_current,MEI_E_current,real_gdp_minus_5,MED_E_minus_5,MEI_E_minus_5,real_gdp_minus_10,MED_E_minus_10,MEI_E_minus_10,people_in_low_work_intensity_household_perc,material_deprivation_rate_perc,mean-median,qoutient
117,T,Hungary,2021,74.1,14230,10252.062916130972,11243.628250556498,11850.0,8503.266701139702,9549.017417092848,10400.0,7320.70916978249,8219.249502257839,5.2,16.7,991.5653344255261,0.09671861580807906
118,T,Hungary,2022,76.0,14870,10389.36093579679,11628.574424873977,12380.0,8601.721169451774,9512.190550810843,10320.0,7748.793018305662,8617.505661983823,6.3,15.7,1239.2134890771868,0.11927716215994066
119,T,Hungary,2023,76.7,14770,11227.780221475434,12573.495056654396,13100.0,8783.3611270425,9955.00759906217,10570.0,7408.033100546338,8371.358387884604,4.9,16.4,1345.714835178962,0.1198558226678686
120,T,Ireland,2015,81.5,58040,18571.62844698401,20978.077803265907,42400.0,17647.40192728174,20689.35286985843,45600.0,15719.132559245048,18213.73076326209,18.3,17.4,2406.449356281897,0.12957664768878677
121,T,Ireland,2016,81.7,58050,19132.91143113702,21786.447050364583,42920.0,17744.95683012841,20126.41751253132,46650.0,17029.388828484945,19812.595012779468,16.7,14.2,2653.5356192275613,0.13868958881548893
122,T,Ireland,2017,82.2,62970,19225.578248483736,22403.147123690498,42580.0,17283.575008353102,20083.533046645272,47670.0,18609.265637149758,21724.0268773783,15.4,12.7,3177.5688752067617,0.16527819523230033
123,T,Ireland,2018,82.2,66760,20361.10500130352,23441.69138724236,43300.0,17492.326415527325,20602.945630590155,44560.0,19047.55262421128,21966.55487468602,11.5,10.6,3080.586385938841,0.15129760323624977
124,T,Ireland,2019,82.8,69040,20468.407649784498,23505.07256950151,47010.0,17499.298749710575,20178.229956463307,41890.0,18143.73293099793,20739.867846721743,12.2,11.1,3036.664919717012,0.14835863012279724
125,T,Ireland,2020,82.5,73000,20821.54086846872,23858.438582708684,58040.0,18571.62844698401,20978.077803265907,42400.0,17647.40192728174,20689.35286985843,12.0,10.6,3036.8977142399635,0.1458536490370372
126,T,Ireland,2021,82.3,83910,21510.621885853412,24134.73238579326,58050.0,19132.91143113702,21786.447050364583,42920.0,17744.95683012841,20126.41751253132,11.6,8.3,2624.1104999398485,0.1219913823907439
127,T,Ireland,2022,82.6,89250,22197.032231077515,24512.47923778647,62970.0,19225.578248483736,22403.147123690498,42580.0,17283.575008353102,20083.533046645272,9.4,9.5,2315.4470067089533,0.10431335966918827
128,T,Ireland,2023,82.9,82780,22986.620122183824,26179.76390478354,66760.0,20361.10500130352,23441.69138724236,43300.0,17492.326415527325,20602.945630590155,9.3,9.6,3193.1437825997164,0.138913148850365
129,T,Italy,2015,82.7,27620,16311.194996282878,18313.196824749448,28780.0,16226.569912213183,18275.197317968396,30110.0,14192.721142133794,16277.776442973818,12.7,19.2,2002.0018284665693,0.12273790049857175
130,T,Italy,2016,83.4,28010,17401.54541404123,19299.88962222291,28880.0,16623.71347581927,18810.78372426081,30530.0,14489.170107627013,16492.272324700894,13.3,15.5,1898.3442081816793,0.10909055276492362
131,T,Italy,2017,83.1,28510,17608.73465167315,19696.806056828395,27900.0,16466.751476240832,18701.864204248348,30790.0,15086.406025346992,17194.365422812294,12.3,11.0,2088.071405155246,0.11858157025251337
132,T,Italy,2018,83.4,28810,17786.857980375007,20157.320850714885,27340.0,16200.761191375983,18403.07361780403,30240.0,15910.023769727954,17883.526313872935,12.2,11.4,2370.4628703398776,0.13327046704681117
133,T,Italy,2019,83.6,29000,18084.171262771204,20427.587479848313,27330.0,16164.46785172632,18232.332667689305,28470.0,16094.801531184015,18323.735027094925,11.2,11.2,2343.4162170771087,0.12958383234853338
134,T,Italy,2020,82.3,26560,18598.177328961432,21006.46485666064,27620.0,16311.194996282878,18313.196824749448,28780.0,16226.569912213183,18275.197317968396,11.6,9.6,2408.287527699209,0.12949051324233685
135,T,Italy,2021,82.7,29080,18549.338454173776,21085.636734348755,28010.0,17401.54541404123,19299.88962222291,28880.0,16623.71347581927,18810.78372426081,12.0,9.6,2536.2982801749786,0.13673254636228213
136,T,Italy,2022,82.8,30550,19419.77809590616,22087.00646910775,28510.0,17608.73465167315,19696.806056828395,27900.0,16466.751476240832,18701.864204248348,11.0,8.0,2667.2283732015894,0.13734597584118954
137,T,Italy,2023,83.5,30780,20968.138870498038,23714.262617006043,28810.0,17786.857980375007,20157.320850714885,27340.0,16200.761191375983,18403.07361780403,9.8,8.6,2746.123746508005,0.13096649938596952
138,T,Lithuania,2015,74.6,12860,8636.6553486356,10525.556164618885,9810.0,6111.264489945317,7480.96158782068,8740.0,3996.5347542906075,4881.9282463072495,9.0,28.4,1888.9008159832847,0.2187074439970201
139,T,Lithuania,2016,74.9,13360,9912.209385456175,11827.71435796488,10670.0,6261.243269301085,7173.970596612231,9530.0,4743.063447264323,5662.4830021589305,10.1,29.0,1915.5049725087047,0.19324702475708952
140,T,Lithuania,2017,75.8,14150,10124.788537044198,12321.577801666219,11280.0,7010.458639698701,7988.64060666203,10720.0,5972.358967077974,6991.694711803572,9.3,26.8,2196.7892646220207,0.216971372447384
141,T,Lithuania,2018,76.0,14970,11012.722935086871,13200.739062211442,11850.0,7495.84210671468,8912.984161817372,11110.0,7012.431385389649,8297.524539655857,8.9,24.6,2188.0161271245706,0.19868075679571348
142,T,Lithuania,2019,76.5,15710,12007.192383143816,14301.762747236102,12400.0,8016.684771961978,9549.583020101745,9570.0,7426.5324005062575,8939.910212495097,7.4,20.8,2294.5703640922857,0.19109965851080196
143,T,Lithuania,2020,75.2,15720,12749.408135003057,15368.824270573918,12860.0,8636.6553486356,10525.556164618885,9810.0,6111.264489945317,7480.96158782068,7.1,17.5,2619.41613557086,0.20545394012286297
144,T,Lithuania,2021,74.2,16740,13875.415935229708,16944.573691664333,13360.0,9912.209385456175,11827.71435796488,10670.0,6261.243269301085,7173.970596612231,7.8,14.0,3069.1577564346244,0.2211939282225066
145,T,Lithuania,2022,75.8,17020,14345.010956990922,17623.24959934891,14150.0,10124.788537044198,12321.577801666219,11280.0,7010.458639698701,7988.64060666203,8.0,13.3,3278.2386423579883,0.22852813791406454
146,T,Lithuania,2023,77.6,16840,14648.218674387446,17628.267589846233,14970.0,11012.722935086871,13200.739062211442,11850.0,7495.84210671468,8912.984161817372,8.3,15.7,2980.0489154587867,0.2034410450650516
147,T,Luxembourg,2015,82.4,95090,33745.6737246143,36950.10883376562,95920.0,30452.53878025451,32797.74475427104,91120.0,30492.191449630925,33477.144329100505,7.3,2.9,3204.4351091513163,0.09495839778756533
148,T,Luxembourg,2016,82.7,97300,32430.71593491746,36395.833928178195,94700.0,30480.580682176496,32852.918477371815,95130.0,29229.620897231147,32211.457575860546,8.3,3.1,3965.117993260734,0.12226427567057117
149,T,Luxembourg,2017,82.1,96460,33893.631932878416,36916.55923669615,94080.0,31612.343891850127,34215.899829377435,101170.0,29813.95251392339,32776.896059283026,8.3,2.3,3022.9273038177344,0.08918865082987323
150,T,Luxembourg,2018,82.3,96110,32413.654882418305,36306.172626133186,94600.0,32549.27663153928,36859.248469065016,99110.0,29785.52248850952,33004.03001161675,10.4,2.8,3892.5177437148814,0.12008882546060076
151,T,Luxembourg,2019,82.7,96730,32829.453661745785,36633.710549654854,94820.0,33132.27159689013,36041.5848190652,94170.0,30124.705636109033,33413.43226222318,8.9,2.1,3804.2568879090686,0.1158793846253355
152,T,Luxembourg,2020,82.2,94770,31658.283287486858,35641.755406050215,95090.0,33745.6737246143,36950.10883376562,95920.0,30452.53878025451,32797.74475427104,8.9,2.5,3983.472118563357,0.1258271676448688
153,T,Luxembourg,2021,82.7,99760,36049.28408786222,39377.98132693335,97300.0,32430.71593491746,36395.833928178195,94700.0,30480.580682176496,32852.918477371815,6.9,2.2,3328.6972390711308,0.09233740206762946
154,T,Luxembourg,2022,83.0,96540,35423.47966369647,39000.020192584074,96460.0,33893.631932878416,36916.55923669615,94080.0,31612.343891850127,34215.899829377435,5.1,2.5,3576.5405288876063,0.10096525137684319
155,T,Luxembourg,2023,83.4,94080,39586.95916862412,43169.7397489901,96110.0,32413.654882418305,36306.172626133186,94600.0,32549.27663153928,36859.248469065016,6.0,4.1,3582.7805803659794,0.09050406132748949
156,T,Latvia,2015,74.8,12010,8601.387698000919,10133.616035764546,9470.0,6184.864215118036,7392.034571835118,9110.0,4052.4614627434767,4918.652613976091,7.4,27.3,1532.2283377636268,0.1781373415035969
157,T,Latvia,2016,74.9,12430,9515.239856606682,11177.960465560855,9940.0,6306.766441843037,7466.985306129786,10370.0,4541.4544282074385,5809.180371497649,7.0,23.5,1662.7206089541723,0.17474290023279881
158,T,Latvia,2017,74.9,12970,9629.510625078574,11192.83348790091,10790.0,6371.517266700558,7686.0916388944515,11540.0,5750.388430144568,6952.949169088794,7.4,24.2,1563.322862822337,0.162347072835758
159,T,Latvia,2018,75.1,13630,10282.522422361468,12155.46321868432,11130.0,6890.750296417749,8265.396705994597,11270.0,7300.665860895107,9009.896772280043,7.6,19.9,1872.9407963228514,0.18214799048235042
160,T,Latvia,2019,75.7,13820,11227.88537595177,13295.348707154924,11470.0,7610.162967375946,9227.903626886551,9620.0,7305.900075931615,8941.395715648747,7.8,15.1,2067.4633312031547,0.18413648358321427
161,T,Latvia,2020,75.5,13430,11379.356309910783,13320.73868555564,12010.0,8601.387698000919,10133.616035764546,9470.0,6184.864215118036,7392.034571835118,7.5,14.2,1941.3823756448564,0.17060564084402743
162,T,Latvia,2021,73.1,14480,12077.249412511908,14570.942203874245,12430.0,9515.239856606682,11177.960465560855,9940.0,6306.766441843037,7466.985306129786,6.7,10.7,2493.6927913623367,0.20647853713933376
163,T,Latvia,2022,74.5,14730,12994.063491066245,15323.742566943674,12970.0,9629.510625078574,11192.83348790091,10790.0,6371.517266700558,7686.0916388944515,7.4,14.1,2329.6790758774296,0.1792879554174215
164,T,Latvia,2023,75.6,15190,13431.171295222653,15572.907531669205,13630.0,10282.522422361468,12155.46321868432,11130.0,6890.750296417749,8265.396705994597,7.0,13.7,2141.7362364465516,0.15946012372043442
165,T,Malta,2015,81.9,23000,17171.307420918096,19093.692552455,18700.0,13878.933101071125,15582.460700264859,16330.0,12411.928764429862,13685.973202977046,8.8,15.4,1922.385131536903,0.11195333496825363
166,T,Malta,2016,82.4,23400,17771.9643707558,19951.289171158365,18800.0,14613.827640755231,16097.751981629528,16650.0,12743.022125844464,14018.714210821052,6.3,10.5,2179.3248004025663,0.12262711959904098
167,T,Malta,2017,82.3,25710,18373.851154523003,20495.32721712538,19420.0,14832.517466169133,16401.529146810233,17430.0,12901.91440420205,14019.038015317266,5.8,7.7,2121.476062602378,0.1154616985171421
168,T,Malta,2018,82.3,26600,18400.412373906536,20547.108561397676,20370.0,15742.411705056578,17499.622188822243,18080.0,13848.899723035393,15184.002305116834,4.6,8.9,2146.6961874911394,0.11666565639231817
169,T,Malta,2019,82.7,26570,19159.207192138336,21205.503466104896,21490.0,15943.956181743168,17844.40101751692,17690.0,14256.766866387232,15812.3646462869,4.8,9.8,2046.29627396656,0.10680485123654927
170,T,Malta,2020,82.1,25150,19235.97781010463,22205.994393778325,23000.0,17171.307420918096,19093.692552455,18700.0,13878.933101071125,15582.460700264859,5.5,9.5,2970.016583673696,0.15439904396820167
171,T,Malta,2021,82.3,28330,19538.75970369048,22413.535334017582,23400.0,17771.9643707558,19951.289171158365,18800.0,14613.827640755231,16097.751981629528,4.9,9.6,2874.7756303271017,0.14713194050818457
172,T,Malta,2022,82.3,28780,21182.805800709226,24575.540201271655,25710.0,18373.851154523003,20495.32721712538,19420.0,14832.517466169133,16401.529146810233,3.7,10.0,3392.734400562429,0.1601645425295282
173,T,Malta,2023,83.4,29530,22970.761890971506,26000.681285393886,26600.0,18400.412373906536,20547.108561397676,20370.0,15742.411705056578,17499.622188822243,3.1,8.8,3029.9193944223807,0.13190330424404725
174,T,Netherlands,2015,81.6,41270,19771.030742536055,22125.164288820393,40250.0,19456.03928802046,21601.30821826665,38220.0,16754.179494368334,18535.212788013374,9.6,6.9,2354.133546284338,0.11906984400259804
175,T,Netherlands,2016,81.7,42050,21670.967121760466,24047.688623764647,40770.0,19411.635176180713,21476.717336677935,39510.0,17187.575276790525,19189.297739427308,7.9,6.2,2376.7215020041804,0.10967307036415755
176,T,Netherlands,2017,81.8,42970,21607.361367784404,23860.069459519505,40230.0,19555.674914695566,21645.660607232097,40960.0,18045.091690755475,20600.10122149709,9.3,6.1,2252.7080917351013,0.10425651024163399
177,T,Netherlands,2018,81.9,43680,21941.33877931485,24345.92888033812,40100.0,19676.148004845178,21850.76002184776,41660.0,19694.406723324802,22363.95977683203,8.0,6.2,2404.59010102327,0.109591767631344
178,T,Netherlands,2019,82.2,44390,22356.856791449853,24700.549553497014,40600.0,19426.725564275246,21473.51647306376,39930.0,19878.17848229512,22480.57638223104,7.7,6.3,2343.6927620471615,0.10483104954822998
179,T,Netherlands,2020,81.4,42440,22611.58620769042,25422.54183588773,41270.0,19771.030742536055,22125.164288820393,40250.0,19456.03928802046,21601.30821826665,7.2,5.1,2810.955628197309,0.12431483587123472
180,T,Netherlands,2021,81.4,44870,24595.520996588657,26524.258600766585,42050.0,21670.967121760466,24047.688623764647,40770.0,19411.635176180713,21476.717336677935,7.3,4.5,1928.737604177928,0.07841824551898859
181,T,Netherlands,2022,81.7,46670,25473.598833757635,27406.024149139976,42970.0,21607.361367784404,23860.069459519505,40230.0,19555.674914695566,21645.660607232097,7.2,5.1,1932.425315382341,0.07585992572127223
182,T,Netherlands,2023,81.9,46240,25962.07974302956,28514.746666747105,43680.0,21941.33877931485,24345.92888033812,40100.0,19676.148004845178,21850.76002184776,7.2,5.6,2552.6669237175447,0.0983228982032111
183,T,Poland,2015,77.5,11390,10127.31295869068,11590.96966444709,9740.0,7733.095299212088,8947.72306185411,7750.0,4880.7730412228375,5868.590301987653,7.7,16.0,1463.6567057564098,0.14452567149121065
184,T,Poland,2016,78.0,11740,10987.228476102655,12399.196793704974,10250.0,8475.980388275795,9800.599373497918,8230.0,5211.184778189858,6216.149577513429,7.5,12.2,1411.968317602319,0.12850996233248138
185,T,Poland,2017,77.8,12340,11213.31477413864,12733.608488305179,10400.0,8839.546515781456,10223.687149354204,8790.0,5754.043735906159,6802.614513935547,6.8,11.9,1520.2937141665388,0.13557933089266386
186,T,Poland,2018,77.7,13120,11555.868311170168,12860.865097366883,10480.0,9392.274181068218,10816.142619551985,9180.0,6867.3210868259375,8134.005656226619,6.6,10.2,1304.9967861967143,0.11292935771302226
187,T,Poland,2019,78.0,13720,12370.40453319969,13934.65852715302,10900.0,9691.85331063551,11171.853281284873,9410.0,7523.394854604203,8799.15342788044,5.7,8.7,1564.2539939533308,0.12645132095358613
188,T,Poland,2020,76.4,13720,13364.104927248563,14797.497988865738,11390.0,10127.31295869068,11590.96966444709,9740.0,7733.095299212088,8947.72306185411,4.9,6.6,1433.3930616171747,0.10725694458553502
189,T,Poland,2021,75.4,14750,13947.361634638082,15318.310015370502,11740.0,10987.228476102655,12399.196793704974,10250.0,8475.980388275795,9800.599373497918,4.6,6.8,1370.9483807324195,0.09829446003089845
190,T,Poland,2022,77.2,15190,15164.245236900764,16674.624109443197,12340.0,11213.31477413864,12733.608488305179,10400.0,8839.546515781456,10223.687149354204,4.0,6.7,1510.3788725424329,0.09960132198779455
191,T,Poland,2023,78.4,15290,16731.091370523594,18553.7704119719,13120.0,11555.868311170168,12860.865097366883,10480.0,9392.274181068218,10816.142619551985,4.2,6.9,1822.679041448304,0.10893963825094237
192,T,Portugal,2015,81.3,17280,10449.55858481769,12467.853148151646,17750.0,9985.659912147705,12079.78382055424,17350.0,8473.70497679988,10990.652580701491,10.8,21.3,2018.294563333955,0.19314639436218514
193,T,Portugal,2016,81.3,17670,10944.34686384256,13265.304408090917,17450.0,9917.973400309305,12256.978154614155,17600.0,8761.360120447704,11391.22033226703,9.4,18.2,2320.9575442483565,0.2120690775907543
194,T,Portugal,2017,81.6,18280,10926.619612091008,13164.663196838177,16810.0,10014.648942044696,12370.32832980405,18010.0,9139.81038183334,11967.918714565776,8.2,16.8,2238.043584747169,0.20482488310205563
195,T,Portugal,2018,81.5,18830,10871.7223948507,12934.536639824017,16740.0,10149.312409498201,12362.909987865449,18040.0,9837.233580679687,12237.054802601806,7.4,14.5,2062.814244973317,0.1897412544262859
196,T,Portugal,2019,81.9,19310,11707.37406695549,13797.893153093628,16950.0,10230.08616102833,12327.832578712882,17460.0,9596.564332023552,12128.027412360618,6.4,13.2,2090.519086138138,0.17856430265081458
197,T,Portugal,2020,81.5,17680,12436.611504585455,14621.509998854513,17280.0,10449.55858481769,12467.853148151646,17750.0,9985.659912147705,12079.78382055424,5.3,13.0,2184.8984942690586,0.17568278091371375
198,T,Portugal,2021,81.5,18620,12462.87623389178,14775.45505008736,17670.0,10944.34686384256,13265.304408090917,17450.0,9917.973400309305,12256.978154614155,5.6,13.9,2312.578816195579,0.18555739243455763
199,T,Portugal,2022,81.8,19800,12416.764785518379,14906.753448580615,18280.0,10926.619612091008,13164.663196838177,16810.0,10014.648942044696,12370.32832980405,5.6,11.8,2489.988663062237,0.2005344150487815
200,T,Portugal,2023,82.5,20110,13590.704847184901,16688.746916407366,18830.0,10871.7223948507,12934.536639824017,16740.0,10149.312409498201,12362.909987865449,6.0,12.1,3098.042069222465,0.22795300935875856
201,T,Romania,2017,75.2,9100,5517.0196275707685,6075.440996784924,7420.0,3882.402994439309,4431.128489800611,6740.0,2916.696465118064,3492.484219373667,5.2,47.5,558.4213692141557,0.10121794137245756
202,T,Romania,2018,75.3,9720,6634.856021156445,7501.578731830896,7470.0,4084.419046513233,4660.858412016493,7500.0,3208.8942988761473,3780.3257844474447,5.7,42.7,866.7227106744504,0.1306317285425256
203,T,Romania,2019,75.6,10140,7603.1241943668465,8626.654118782699,7800.0,4223.895453381897,4750.411464642287,7140.0,3605.8941837365132,4166.610974416051,4.4,39.2,1023.5299244158523,0.1346196508501315
204,T,Romania,2020,74.2,9820,8107.133667577647,8984.440679651922,8090.0,4548.5423101244505,5269.389601087295,6900.0,3688.361085414992,4261.975541085363,4.3,38.6,877.3070120742741,0.10821420344687706
205,T,Romania,2021,72.8,10450,9051.55709734432,9968.515852609247,8370.0,4908.384603141524,5477.300825997658,7250.0,3823.4594739064814,4342.608673684855,3.6,34.2,916.9587552649282,0.10130397956987525
206,T,Romania,2022,75.1,10910,10300.829394201824,11406.95084618783,9100.0,5517.0196275707685,6075.440996784924,7420.0,3882.402994439309,4431.128489800611,4.0,35.3,1106.121451986006,0.10738178545201654
207,T,Romania,2023,76.4,11170,11340.779451135162,12215.805785398015,9720.0,6634.856021156445,7501.578731830896,7470.0,4084.419046513233,4660.858412016493,5.0,31.0,875.0263342628532,0.0771575126765442
208,T,Sweden,2015,82.2,46160,21126.301289148778,22626.189119789637,43480.0,18140.72156537342,19309.344866670774,41670.0,15033.042325121089,16197.766196258897,5.1,2.3,1499.8878306408587,0.07099623403606643
209,T,Sweden,2016,82.4,46590,21852.942475135464,23899.100176742348,44510.0,18582.770204637574,19939.29861892278,43340.0,15732.872294501813,16748.66557926725,5.2,2.2,2046.157701606884,0.09363305211346373
210,T,Sweden,2017,82.5,46800,21286.198481593565,23329.077073930683,44010.0,19714.2403562157,20963.621406492428,44430.0,16492.28467556094,17658.261647322,5.3,2.1,2042.8785923371179,0.09597197893760222
211,T,Sweden,2018,82.6,47080,21556.96183081869,23408.115410906048,44130.0,20795.81766845409,22150.729303273376,43680.0,18051.4915163782,19331.355630023267,4.7,2.0,1851.153580087357,0.08587265657449346
212,T,Sweden,2019,83.2,47790,21749.500013435656,23594.50885861599,44690.0,20467.80172721707,22001.616273666317,41470.0,18647.908512959322,20187.89995793333,4.4,2.3,1845.008845180335,0.08482994294308324
213,T,Sweden,2020,82.4,46550,21291.44195802829,22935.643460883424,46160.0,21126.301289148778,22626.189119789637,43480.0,18140.72156537342,19309.344866670774,4.6,2.2,1644.201502855136,0.07722358617590777
214,T,Sweden,2021,83.1,48690,21823.628519216247,23617.433935409685,46590.0,21852.942475135464,23899.100176742348,44510.0,18582.770204637574,19939.29861892278,5.5,2.3,1793.8054161934378,0.08219556223723051
215,T,Sweden,2022,83.1,48780,21853.884176109223,23521.927826203966,46800.0,21286.198481593565,23329.077073930683,44010.0,19714.2403562157,20963.621406492428,5.8,4.0,1668.0436500947435,0.0763271021596361
216,T,Sweden,2023,83.4,48350,23448.652922652647,25949.571606689613,47080.0,21556.96183081869,23408.115410906048,44130.0,20795.81766845409,22150.729303273376,5.7,4.5,2500.9186840369657,0.10665511116081833
217,T,Slovenia,2015,80.9,18660,15229.741522060045,16378.350392706776,18420.0,13477.6980668875,14565.34424882409,17210.0,11704.48242340927,12692.435094265515,6.2,12.1,1148.6088706467308,0.07541880267521209
218,T,Slovenia,2016,81.2,19210,15451.847993910564,16486.5335220543,18510.0,14114.609843713764,15189.122050591814,18170.0,12311.396097520139,13327.022971426113,6.8,10.0,1034.6855281437347,0.06696192769638266
219,T,Slovenia,2017,81.2,20190,15402.887521830353,16504.642185374047,17930.0,14322.038192360733,15409.69652146908,19360.0,13091.310743434618,14139.253935990211,5.7,10.4,1101.7546635436938,0.07152909881229662
220,T,Slovenia,2018,81.5,21010,15857.940104304571,17033.56344112839,17760.0,14283.600239901041,15347.00021922775,19980.0,13919.535108956039,14948.459390058917,5.1,8.9,1175.623336823819,0.07413468137041967
221,T,Slovenia,2019,81.6,21570,16824.617493642494,18225.74949100329,18230.0,14397.56534540281,15576.922924128652,18290.0,14553.780723419442,15576.228177758152,5.1,6.3,1401.131997360797,0.0832786836247684
222,T,Slovenia,2020,80.6,20560,17209.219604518727,18492.348089024017,18660.0,15229.741522060045,16378.350392706776,18420.0,13477.6980668875,14565.34424882409,4.5,6.1,1283.1284845052905,0.0745605270891175
223,T,Slovenia,2021,80.7,22230,17757.798669194515,19114.989101999392,19210.0,15451.847993910564,16486.5335220543,18510.0,14114.609843713764,15189.122050591814,4.2,5.0,1357.1904328048768,0.07642785336671677
224,T,Slovenia,2022,81.3,22810,18966.86837554674,20398.888610372436,20190.0,15402.887521830353,16504.642185374047,17930.0,14322.038192360733,15409.69652146908,4.1,4.2,1432.0202348256971,0.07550114264893334
225,T,Slovenia,2023,82.0,23170,20257.06972109672,22008.06671460748,21010.0,15857.940104304571,17033.56344112839,17760.0,14283.600239901041,15347.00021922775,3.9,4.9,1750.996993510762,0.08643880964121808
226,T,Slovakia,2015,76.7,14820,10593.93972840898,11093.283995924348,13060.0,8664.233002553785,9499.225735472808,10260.0,4138.8383587841545,4486.631270341774,6.7,15.9,499.3442675153692,0.047134897905480325
227,T,Slovakia,2016,77.3,15090,10869.320431003465,11478.943534784768,13480.0,9310.6058791157,10173.133851507053,11170.0,4769.602480372559,5410.150438336888,5.8,14.7,609.6231037813031,0.05608658863735626
228,T,Slovakia,2017,77.3,15500,9826.447903480108,10288.927551976392,13670.0,10170.139399135998,10927.009761251162,12360.0,5814.437358853402,6328.7241785192955,4.7,12.9,462.4796484962844,0.04706478404393656
229,T,Slovakia,2018,77.4,16110,10244.341099734207,10555.967497848553,13750.0,9983.664036976066,10623.547007375128,13000.0,6979.8484246008675,7498.185765975642,4.8,11.7,311.62639811434565,0.0304193695895611
230,T,Slovakia,2019,77.8,16450,10881.184312313944,11332.009365080714,14100.0,10311.99097955004,11155.678347954568,12260.0,8134.904369740573,8880.748579544828,6.1,11.2,450.82505276676966,0.0414316162493988
231,T,Slovakia,2020,77.0,16010,10418.391059679554,10721.216966870716,14820.0,10593.93972840898,11093.283995924348,13060.0,8664.233002553785,9499.225735472808,4.5,9.6,302.8259071911616,0.02906647537575498
232,T,Slovakia,2021,74.6,16980,9795.433737262025,10057.557214688835,15090.0,10869.320431003465,11478.943534784768,13480.0,9310.6058791157,10173.133851507053,4.9,9.1,262.1234774268105,0.026759762197123296
233,T,Slovakia,2022,77.0,17000,10220.109008144824,10452.537127382442,15500.0,9826.447903480108,10288.927551976392,13670.0,10170.139399135998,10927.009761251162,3.5,9.7,232.42811923761838,0.022742234848218044
234,T,Slovakia,2023,78.2,17370,11054.907076090918,11120.490707609091,16110.0,10244.341099734207,10555.967497848553,13750.0,9983.664036976066,10623.547007375128,4.1,13.3,65.5836315181732,0.005932535756905157
